N° Client;Raison social;Civilité;Responsable;Rue;CP;Ville;CA 2014;Représentant;Tel;date du dernier achat;Type de client;Date de relance commerciale;Nombre de jour(s) de retard;Réduction 1;Réduction 2
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;30 113 €;GOUTAL;03-81-21-93-12;01/04/15;Très bon client;30/06/15;132;5,00%;5,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;17 628 €;BOILOT;03-88-11-60-03;10/10/15;;08/01/16;;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;3 148 €;FRANGIN;01-49-09-58-14;25/08/15;;23/11/15;;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;19 783 €;PILLON;01-42-34-80-52;14/09/15;;13/12/15;;;
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;25 412 €;PILLON;03-83-15-43-24;23/01/15;Bon client;23/05/15;170;3,00%;3,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;40 608 €;FRANGIN;03-20-44-41-65;12/03/15;Très bon client;10/06/15;152;5,00%;5,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;39 475 €;FRANGIN;02-41-35-52-15;24/05/15;Très bon client;22/08/15;79;5,00%;5,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;14 930 €;PILLON;09-64-08-19-44;30/10/15;;28/01/16;;;
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;39 621 €;FRANGIN;01-39-27-42-58;28/01/15;Très bon client;28/04/15;195;5,00%;5,00%
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;35 004 €;GOUTAL;02-32-88-84-46;12/01/15;Très bon client;12/04/15;211;5,00%;5,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;7 296 €;BOILOT;01-49-81-22-61;12/02/15;;13/05/15;180;;
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;20 498 €;BOILOT;03-22-66-85-43;24/08/15;Bon client;22/12/15;;3,00%;6,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;33 893 €;PILLON;01-46-33-68-67;18/07/15;Très bon client;16/10/15;24;5,00%;10,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;3 112 €;PILLON;03-80-66-62-09;14/10/15;;12/01/16;;;
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;13 367 €;BOILOT;01-49-28-20-25;25/12/14;;25/03/15;229;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;24 695 €;FRANGIN;02-47-47-82-21;22/07/15;Bon client;19/11/15;;3,00%;6,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;39 983 €;PILLON;01-42-38-92-88;18/04/15;Très bon client;17/07/15;115;5,00%;5,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;14 499 €;GOUTAL;01-42-16-16-83;30/04/15;;29/07/15;103;;
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;28 976 €;BOILOT;01-45-21-28-46;25/09/15;Bon client;23/01/16;;3,00%;6,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;31 938 €;GOUTAL;01-49-36-73-57;07/11/15;Très bon client;05/02/16;;5,00%;10,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;37 536 €;BOILOT;01-44-49-52-54;23/04/15;Très bon client;22/07/15;110;5,00%;5,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;3 879 €;GOUTAL;03-81-21-93-12;21/09/15;;20/12/15;;;
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;8 966 €;BOILOT;03-88-11-60-03;10/10/15;;08/01/16;;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;18 050 €;FRANGIN;01-49-09-58-14;01/10/15;;30/12/15;;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;34 473 €;PILLON;01-42-34-80-52;22/06/15;Très bon client;20/09/15;50;5,00%;5,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;10 257 €;PILLON;03-83-15-43-24;02/09/15;;01/12/15;;;
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;17 066 €;FRANGIN;03-20-44-41-65;17/08/15;;15/11/15;;;
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;29 967 €;FRANGIN;02-41-35-52-15;23/10/15;Bon client;20/02/16;;3,00%;6,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;30 461 €;PILLON;09-64-08-19-44;20/07/15;Très bon client;18/10/15;22;5,00%;10,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;6 664 €;FRANGIN;01-39-27-42-58;05/11/15;;03/02/16;;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;13 333 €;GOUTAL;02-32-88-84-46;20/01/15;;20/04/15;203;;
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;4 979 €;BOILOT;01-49-81-22-61;13/12/14;;13/03/15;241;;
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;20 669 €;BOILOT;03-22-66-85-43;31/08/15;Bon client;29/12/15;;3,00%;6,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;39 387 €;PILLON;01-46-33-68-67;14/10/15;Très bon client;12/01/16;;5,00%;10,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;20 924 €;PILLON;03-80-66-62-09;15/07/15;Bon client;12/11/15;;3,00%;6,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;41 205 €;BOILOT;01-49-28-20-25;08/10/15;Très bon client;06/01/16;;5,00%;10,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;4 446 €;FRANGIN;02-47-47-82-21;08/05/15;;06/08/15;95;;
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;22 134 €;PILLON;01-42-38-92-88;02/03/15;Bon client;30/06/15;132;3,00%;3,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;42 504 €;GOUTAL;01-42-16-16-83;05/09/15;Très bon client;04/12/15;;5,00%;10,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;14 296 €;BOILOT;01-45-21-28-46;04/09/15;;03/12/15;;;
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;17 393 €;GOUTAL;01-49-36-73-57;07/10/15;;05/01/16;;;
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;7 196 €;BOILOT;01-44-49-52-54;18/10/15;;16/01/16;;;
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;26 369 €;PILLON;03-80-66-62-09;01/03/15;Bon client;29/06/15;133;3,00%;3,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;32 271 €;GOUTAL;03-81-21-93-12;21/12/14;Très bon client;21/03/15;233;5,00%;5,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;16 608 €;PILLON;03-83-15-43-24;29/01/15;;29/04/15;194;;
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;24 532 €;BOILOT;03-88-11-60-03;04/04/15;Bon client;02/08/15;99;3,00%;3,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;29 136 €;PILLON;01-42-34-80-52;25/04/15;Bon client;23/08/15;78;3,00%;3,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;3 280 €;GOUTAL;01-49-36-73-57;16/06/15;;14/09/15;56;;
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;28 851 €;FRANGIN;01-39-27-42-58;18/03/15;Bon client;16/07/15;116;3,00%;3,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;5 204 €;BOILOT;01-44-49-52-54;10/03/15;;08/06/15;154;;
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;40 171 €;PILLON;01-46-33-68-67;18/01/15;Très bon client;18/04/15;205;5,00%;5,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;42 211 €;PILLON;01-42-38-92-88;04/04/15;Très bon client;03/07/15;129;5,00%;5,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;24 768 €;BOILOT;01-49-28-20-25;25/06/15;Bon client;23/10/15;17;3,00%;3,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;11 032 €;GOUTAL;01-42-16-16-83;19/01/15;;19/04/15;204;;
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;12 444 €;BOILOT;01-45-21-28-46;07/04/15;;06/07/15;126;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;18 007 €;FRANGIN;01-49-09-58-14;20/01/15;;20/04/15;203;;
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;28 427 €;BOILOT;01-49-81-22-61;03/07/15;Bon client;31/10/15;9;3,00%;3,00%
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;21 626 €;GOUTAL;02-32-88-84-46;12/04/15;Bon client;10/08/15;91;3,00%;3,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;32 407 €;BOILOT;03-22-66-85-43;21/02/15;Très bon client;22/05/15;171;5,00%;5,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;26 046 €;PILLON;09-64-08-19-44;11/06/15;Bon client;09/10/15;31;3,00%;3,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;5 209 €;FRANGIN;03-20-44-41-65;07/04/15;;06/07/15;126;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;20 702 €;FRANGIN;02-47-47-82-21;11/03/15;Bon client;09/07/15;123;3,00%;3,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;13 409 €;FRANGIN;02-41-35-52-15;14/12/14;;14/03/15;240;;
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;16 524 €;GOUTAL;03-81-21-93-12;29/09/15;;28/12/15;;;
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;25 119 €;BOILOT;03-88-11-60-03;09/03/15;Bon client;07/07/15;125;3,00%;3,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;37 316 €;FRANGIN;01-49-09-58-14;26/02/15;Très bon client;27/05/15;166;5,00%;5,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;7 442 €;PILLON;01-42-34-80-52;21/08/15;;19/11/15;;;
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;3 466 €;PILLON;03-83-15-43-24;05/01/15;;05/04/15;218;;
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;15 561 €;FRANGIN;03-20-44-41-65;28/02/15;;29/05/15;164;;
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;33 023 €;FRANGIN;02-41-35-52-15;08/11/15;Très bon client;06/02/16;;5,00%;10,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;38 455 €;PILLON;09-64-08-19-44;16/03/15;Très bon client;14/06/15;148;5,00%;5,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;13 608 €;FRANGIN;01-39-27-42-58;14/08/15;;12/11/15;;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;27 481 €;GOUTAL;02-32-88-84-46;28/09/15;Bon client;26/01/16;;3,00%;6,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;14 926 €;BOILOT;01-49-81-22-61;21/12/14;;21/03/15;233;;
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;24 560 €;BOILOT;03-22-66-85-43;23/10/15;Bon client;20/02/16;;3,00%;6,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;31 871 €;PILLON;01-46-33-68-67;28/08/15;Très bon client;26/11/15;;5,00%;10,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;15 707 €;PILLON;03-80-66-62-09;11/05/15;;09/08/15;92;;
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;13 146 €;BOILOT;01-49-28-20-25;19/03/15;;17/06/15;145;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;35 088 €;FRANGIN;02-47-47-82-21;01/06/15;Très bon client;30/08/15;71;5,00%;5,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;28 802 €;PILLON;01-42-38-92-88;31/08/15;Bon client;29/12/15;;3,00%;6,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;6 766 €;GOUTAL;01-42-16-16-83;28/03/15;;26/06/15;136;;
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;36 890 €;BOILOT;01-45-21-28-46;05/04/15;Très bon client;04/07/15;128;5,00%;5,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;26 720 €;GOUTAL;01-49-36-73-57;05/07/15;Bon client;02/11/15;7;3,00%;3,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;11 787 €;BOILOT;01-44-49-52-54;04/03/15;;02/06/15;160;;
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;14 147 €;GOUTAL;03-81-21-93-12;05/04/15;;04/07/15;128;;
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;17 138 €;BOILOT;03-88-11-60-03;01/07/15;;29/09/15;41;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;35 486 €;FRANGIN;01-49-09-58-14;16/12/14;Très bon client;16/03/15;238;5,00%;5,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;15 031 €;PILLON;01-42-34-80-52;14/06/15;;12/09/15;58;;
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;11 141 €;PILLON;03-83-15-43-24;03/01/15;;03/04/15;220;;
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;15 497 €;FRANGIN;03-20-44-41-65;12/06/15;;10/09/15;60;;
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;10 513 €;FRANGIN;02-41-35-52-15;04/08/15;;02/11/15;7;;
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;37 697 €;PILLON;09-64-08-19-44;02/11/15;Très bon client;31/01/16;;5,00%;10,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;3 448 €;FRANGIN;01-39-27-42-58;14/05/15;;12/08/15;89;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;23 878 €;GOUTAL;02-32-88-84-46;20/09/15;Bon client;18/01/16;;3,00%;6,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;15 348 €;BOILOT;01-49-81-22-61;05/03/15;;03/06/15;159;;
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;14 475 €;BOILOT;03-22-66-85-43;22/08/15;;20/11/15;;;
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;38 999 €;PILLON;01-46-33-68-67;13/03/15;Très bon client;11/06/15;151;5,00%;5,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;29 098 €;PILLON;03-80-66-62-09;01/05/15;Bon client;29/08/15;72;3,00%;3,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;19 475 €;BOILOT;01-49-28-20-25;07/02/15;;08/05/15;185;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;13 452 €;FRANGIN;02-47-47-82-21;21/02/15;;22/05/15;171;;
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;15 679 €;PILLON;01-42-38-92-88;06/04/15;;05/07/15;127;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;42 626 €;GOUTAL;01-42-16-16-83;10/10/15;Très bon client;08/01/16;;5,00%;10,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;28 927 €;BOILOT;01-45-21-28-46;28/03/15;Bon client;26/07/15;106;3,00%;3,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;23 464 €;GOUTAL;01-49-36-73-57;04/07/15;Bon client;01/11/15;8;3,00%;3,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;39 028 €;BOILOT;01-44-49-52-54;11/05/15;Très bon client;09/08/15;92;5,00%;5,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;42 180 €;GOUTAL;03-81-21-93-12;17/08/15;Très bon client;15/11/15;;5,00%;10,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;18 847 €;BOILOT;03-88-11-60-03;01/02/15;;02/05/15;191;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;12 732 €;FRANGIN;01-49-09-58-14;03/07/15;;01/10/15;39;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;34 460 €;PILLON;01-42-34-80-52;04/06/15;Très bon client;02/09/15;68;5,00%;5,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;22 449 €;PILLON;03-83-15-43-24;08/09/15;Bon client;06/01/16;;3,00%;6,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;4 829 €;FRANGIN;03-20-44-41-65;12/06/15;;10/09/15;60;;
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;38 700 €;FRANGIN;02-41-35-52-15;15/12/14;Très bon client;15/03/15;239;5,00%;5,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;19 020 €;PILLON;09-64-08-19-44;02/10/15;;31/12/15;;;
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;17 826 €;FRANGIN;01-39-27-42-58;15/09/15;;14/12/15;;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;32 219 €;GOUTAL;02-32-88-84-46;15/02/15;Très bon client;16/05/15;177;5,00%;5,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;29 258 €;BOILOT;01-49-81-22-61;19/08/15;Bon client;17/12/15;;3,00%;6,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;37 373 €;BOILOT;03-22-66-85-43;20/04/15;Très bon client;19/07/15;113;5,00%;5,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;5 953 €;PILLON;01-46-33-68-67;25/12/14;;25/03/15;229;;
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;10 722 €;PILLON;03-80-66-62-09;17/04/15;;16/07/15;116;;
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;27 607 €;BOILOT;01-49-28-20-25;25/05/15;Bon client;22/09/15;48;3,00%;3,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;17 186 €;FRANGIN;02-47-47-82-21;30/04/15;;29/07/15;103;;
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;19 755 €;PILLON;01-42-38-92-88;17/02/15;;18/05/15;175;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;9 478 €;GOUTAL;01-42-16-16-83;29/06/15;;27/09/15;43;;
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;14 163 €;BOILOT;01-45-21-28-46;01/06/15;;30/08/15;71;;
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;26 669 €;GOUTAL;01-49-36-73-57;13/11/15;Bon client;12/03/16;;3,00%;6,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;20 691 €;BOILOT;01-44-49-52-54;21/07/15;Bon client;18/11/15;;3,00%;6,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;40 849 €;PILLON;03-80-66-62-09;12/11/15;Très bon client;10/02/16;;5,00%;10,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;25 373 €;GOUTAL;03-81-21-93-12;19/03/15;Bon client;17/07/15;115;3,00%;3,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;31 375 €;PILLON;03-83-15-43-24;27/03/15;Très bon client;25/06/15;137;5,00%;5,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;12 520 €;BOILOT;03-88-11-60-03;20/11/15;;18/02/16;;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;22 885 €;PILLON;01-42-34-80-52;24/11/15;Bon client;23/03/16;;3,00%;6,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;11 292 €;GOUTAL;01-49-36-73-57;20/09/15;;19/12/15;;;
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;40 986 €;FRANGIN;01-39-27-42-58;10/02/15;Très bon client;11/05/15;182;5,00%;5,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;5 613 €;BOILOT;01-44-49-52-54;18/04/15;;17/07/15;115;;
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;20 235 €;PILLON;01-46-33-68-67;01/06/15;Bon client;29/09/15;41;3,00%;3,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;35 398 €;PILLON;01-42-38-92-88;28/03/15;Très bon client;26/06/15;136;5,00%;5,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;31 995 €;BOILOT;01-49-28-20-25;17/09/15;Très bon client;16/12/15;;5,00%;10,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;35 611 €;GOUTAL;01-42-16-16-83;17/09/15;Très bon client;16/12/15;;5,00%;10,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;8 323 €;BOILOT;01-45-21-28-46;25/05/15;;23/08/15;78;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;27 645 €;FRANGIN;01-49-09-58-14;12/03/15;Bon client;10/07/15;122;3,00%;3,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;15 219 €;BOILOT;01-49-81-22-61;28/09/15;;27/12/15;;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;40 135 €;GOUTAL;02-32-88-84-46;14/08/15;Très bon client;12/11/15;;5,00%;10,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;30 622 €;BOILOT;03-22-66-85-43;16/08/15;Très bon client;14/11/15;;5,00%;10,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;24 474 €;PILLON;09-64-08-19-44;03/05/15;Bon client;31/08/15;70;3,00%;3,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;15 265 €;FRANGIN;03-20-44-41-65;08/07/15;;06/10/15;34;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;12 691 €;FRANGIN;02-47-47-82-21;03/05/15;;01/08/15;100;;
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;23 067 €;FRANGIN;02-41-35-52-15;21/11/15;Bon client;20/03/16;;3,00%;6,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;32 491 €;GOUTAL;03-81-21-93-12;04/08/15;Très bon client;02/11/15;7;5,00%;10,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;4 766 €;BOILOT;03-88-11-60-03;02/01/15;;02/04/15;221;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;39 976 €;FRANGIN;01-49-09-58-14;25/12/14;Très bon client;25/03/15;229;5,00%;5,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;42 935 €;PILLON;01-42-34-80-52;05/01/15;Très bon client;05/04/15;218;5,00%;5,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;27 840 €;PILLON;03-83-15-43-24;21/11/15;Bon client;20/03/16;;3,00%;6,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;12 223 €;FRANGIN;03-20-44-41-65;03/11/15;;01/02/16;;;
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;17 355 €;FRANGIN;02-41-35-52-15;30/08/15;;28/11/15;;;
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;28 484 €;PILLON;09-64-08-19-44;10/12/14;Bon client;09/04/15;214;3,00%;3,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;14 204 €;FRANGIN;01-39-27-42-58;06/10/15;;04/01/16;;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;14 121 €;GOUTAL;02-32-88-84-46;08/04/15;;07/07/15;125;;
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;4 611 €;BOILOT;01-49-81-22-61;07/08/15;;05/11/15;4;;
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;28 688 €;BOILOT;03-22-66-85-43;20/01/15;Bon client;20/05/15;173;3,00%;3,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;16 826 €;PILLON;01-46-33-68-67;29/09/15;;28/12/15;;;
